chren13_WT	45	55	0.8379223
chren13_WT	46	56	0.8379223
chren13_WT	47	57	0.8446159
chren13_WT	48	58	0.88715595
chren13_WT	49	59	0.92155594
chren13_WT	50	60	0.85707825
chren13_WT	51	61	0.8379223
chren13_WT	52	62	0.8472133
chren13_WT	53	63	0.89419967
chren13_WT	54	64	0.91859716
chren13_WT	55	65	0.94838136
chren13_WT	56	66	0.97391385
chren13_WT	57	67	0.979227
chren13_WT	58	68	0.9802801
chren13_WT	59	69	1.0102623
chren13_WT	60	70	1.0130832
chren13_WT	61	71	1.0469577
chren13_WT	62	72	1.0469577
chren13_WT	63	73	1.0469577
chren13_WT	64	74	1.0469577
chren13_WT	65	75	1.0469577
chren13_WT	66	76	1.0469577
chren13_WT	67	77	1.0469577
chren13_WT	68	78	1.0469577
chren13_WT	69	79	1.0469577
chren13_WT	70	80	1.0469577
chren13_WT	71	81	1.0469577
chren13_WT	72	82	1.0469577
chren13_WT	73	83	1.0469577
chren13_WT	74	84	1.0469577
chren13_WT	75	85	1.0469577
chren13_WT	76	86	1.0469577
chren13_WT	77	87	1.0469577
chren13_WT	78	88	1.0469577
chren13_WT	79	89	1.0469577
chren13_WT	80	90	1.0469577
chren13_WT	81	91	1.0469577
chren13_WT	82	92	1.0469577
chren13_WT	83	93	1.0469577
chren13_WT	84	94	1.0469577
chren13_WT	85	95	1.0469577
chren13_WT	86	96	1.0469577
chren13_WT	87	97	1.0469577
chren13_WT	88	98	1.0469577
chren13_WT	89	99	1.0469577
chren13_WT	90	100	1.0469577
chren13_WT	91	101	1.0469577
chren13_WT	92	102	1.0469577
chren13_WT	93	103	1.0469577
chren13_WT	94	104	1.0469577
chren13_WT	95	105	1.0469577
chren13_WT	96	106	1.0469577
chren13_WT	97	107	1.0469577
chren13_WT	98	108	0.99507207
chren13_WT	99	109	0.9759553
chren13_WT	100	110	0.9702615
chren13_WT	101	111	1.0985327
chren13_WT	102	112	1.5698853
chren13_WT	103	113	2.2276447
chren13_WT	104	114	2.0661974
chren13_WT	105	115	2.2521832
chren13_WT	106	116	2.3756526
chren13_WT	107	117	1.9766545
chren13_WT	108	118	2.1027482
chren13_WT	109	119	1.8479223
chren13_WT	110	120	2.0857346
chren13_WT	111	121	2.0740397
chren13_WT	112	122	2.1565478
chren13_WT	113	123	2.221785
chren13_WT	114	124	2.194274
chren13_WT	115	125	2.1872683
chren13_WT	116	126	2.1837935
chren13_WT	117	127	2.1837935
chren13_WT	118	128	2.268057
chren13_WT	119	129	2.2773714
chren13_WT	120	130	2.2773714
chren13_WT	121	131	2.3008387
chren13_WT	122	132	2.3017778
chren13_WT	123	133	2.3538458
chren13_WT	124	134	2.429294
chren13_WT	125	135	2.420393
chren13_WT	126	136	2.4003162
chren13_WT	127	137	2.4318762
chren13_WT	128	138	2.4055436
chren13_WT	129	139	2.380517
chren13_WT	130	140	2.5148718
chren13_WT	131	141	2.5402944
chren13_WT	132	142	2.557459
chren13_WT	133	143	2.553346
chren13_WT	134	144	2.5590065
chren13_WT	135	145	2.6058161
chren13_WT	136	146	2.6548665
chren13_WT	137	147	2.6012373
chren13_WT	138	148	2.5904071
chren13_WT	139	149	2.5557134
chren13_WT	140	150	2.561412
chren13_WT	141	151	2.5922127
chren13_WT	142	152	2.564676
chren13_WT	143	153	2.564676
chren13_WT	144	154	2.564676
chren13_WT	145	155	2.564676
chren13_WT	146	156	2.564676
chren13_WT	147	157	2.564676
chren13_WT	148	158	2.564676
chren13_WT	149	159	2.564676
chren13_WT	150	160	2.564676
chren13_WT	151	161	2.564676
chren13_WT	152	162	2.564676
chren13_WT	153	163	2.564676
chren13_WT	154	164	2.564676
chren13_WT	155	165	2.564676
chren13_WT	156	166	2.564676
chren13_WT	157	167	2.564676
