chren13_WT	48	64	0.8379223
chren13_WT	56	72	1.0102623
chren13_WT	64	80	1.0469577
chren13_WT	72	88	1.0469577
chren13_WT	80	96	1.0469577
chren13_WT	88	104	1.0469577
chren13_WT	96	112	0.9759553
chren13_WT	104	120	1.9766545
chren13_WT	112	128	2.1872683
chren13_WT	120	136	2.3538458
chren13_WT	128	144	2.5402944
chren13_WT	136	152	2.5557134
chren13_WT	144	160	2.564676
chren13_WT	152	168	2.564676
chren13_WT	160	176	2.564676
chren13_WT	168	184	2.564676
chren13_WT	176	192	2.564676
chren13_WT	184	200	2.4167502
chren13_WT	192	208	2.3339837
chren13_WT	200	216	0.9486273
chren13_WT	208	224	1.0811841
chren13_WT	216	232	1.0881193
chren13_WT	224	240	1.0825684
chren13_WT	232	248	1.1247783
chren13_WT	240	256	1.1247783
chren13_WT	248	264	1.1247783
chren13_WT	256	272	1.1247783
chren13_WT	264	280	1.1601894
chren13_WT	272	288	1.0564537
chren13_WT	280	296	0.91683084
chren13_WT	288	304	0.84683377
chren13_WT	296	312	0.9674086
chren13_WT	304	320	0.9014842
chren13_WT	312	328	0.9233932
chren13_WT	320	336	0.9452658
chren13_WT	328	344	0.9452658
chren13_WT	336	352	0.9452658
chren13_WT	344	360	0.9452658
chren13_WT	352	368	0.9615604
chren13_WT	360	376	1.0221055
chren13_WT	368	384	1.219415
chren13_WT	376	392	1.2404039
chren13_WT	384	400	1.2404039
chren13_WT	392	408	1.263722
chren13_WT	400	416	1.4837191
chren13_WT	408	424	1.5543101
chren13_WT	416	432	1.6863492
chren13_WT	424	440	1.6863492
chren13_WT	432	448	1.6863492
chren13_WT	440	456	1.6863492
chren13_WT	448	464	1.6863492
chren13_WT	456	472	1.633182
chren13_WT	464	480	1.633182
chren13_WT	472	488	1.633182
chren13_WT	480	496	1.633182
chren13_WT	488	504	1.6935456
chren13_3bp_DEL	48	64	0.8379223
chren13_3bp_DEL	56	72	1.0102623
chren13_3bp_DEL	64	80	1.0469577
chren13_3bp_DEL	72	88	1.0469577
chren13_3bp_DEL	80	96	1.0469577
chren13_3bp_DEL	88	104	1.0469577
chren13_3bp_DEL	96	112	0.9759553
chren13_3bp_DEL	104	120	1.2777336
chren13_3bp_DEL	112	128	1.3999186
chren13_3bp_DEL	120	136	1.5640724
chren13_3bp_DEL	128	144	1.7079165
chren13_3bp_DEL	136	152	1.7231777
chren13_3bp_DEL	144	160	1.7735777
chren13_3bp_DEL	152	168	1.7735777
chren13_3bp_DEL	160	176	1.7735777
chren13_3bp_DEL	168	184	1.7735777
chren13_3bp_DEL	176	192	1.7735777
chren13_3bp_DEL	184	200	1.6797831
chren13_3bp_DEL	192	208	1.0632033
chren13_3bp_DEL	200	216	0.96040887
chren13_3bp_DEL	208	224	1.082583
chren13_3bp_DEL	216	232	1.0825684
chren13_3bp_DEL	224	240	1.146411
chren13_3bp_DEL	232	248	1.1247783
chren13_3bp_DEL	240	256	1.1247783
chren13_3bp_DEL	248	264	1.1247783
chren13_3bp_DEL	256	272	1.1247783
chren13_3bp_DEL	264	280	1.192595
chren13_3bp_DEL	272	288	0.9786121
chren13_3bp_DEL	280	296	0.84683377
chren13_3bp_DEL	288	304	0.84683377
chren13_3bp_DEL	296	312	0.9297592
chren13_3bp_DEL	304	320	0.9014842
chren13_3bp_DEL	312	328	0.9452658
chren13_3bp_DEL	320	336	0.9452658
chren13_3bp_DEL	328	344	0.9452658
chren13_3bp_DEL	336	352	0.9452658
chren13_3bp_DEL	344	360	1.0037615
chren13_3bp_DEL	352	368	0.85560673
chren13_3bp_DEL	360	376	1.1285114
chren13_3bp_DEL	368	384	1.2209213
chren13_3bp_DEL	376	392	1.2404039
chren13_3bp_DEL	384	400	1.2736394
chren13_3bp_DEL	392	408	1.3337398
chren13_3bp_DEL	400	416	1.5230439
chren13_3bp_DEL	408	424	1.6810122
chren13_3bp_DEL	416	432	1.6863492
chren13_3bp_DEL	424	440	1.6863492
chren13_3bp_DEL	432	448	1.6863492
chren13_3bp_DEL	440	456	1.6863492
chren13_3bp_DEL	448	464	1.6863492
chren13_3bp_DEL	456	472	1.633182
chren13_3bp_DEL	464	480	1.633182
chren13_3bp_DEL	472	488	1.633182
chren13_3bp_DEL	480	496	1.633182
chren13_3bp_DEL	488	504	1.6279902
