chren13_WT	46	55	0.8379223
chren13_WT	47	56	0.8379223
chren13_WT	48	57	0.8446159
chren13_WT	49	58	0.88715595
chren13_WT	50	59	0.92155594
chren13_WT	51	60	0.85707825
chren13_WT	52	61	0.8379223
chren13_WT	53	62	0.8472133
chren13_WT	54	63	0.89419967
chren13_WT	55	64	0.91859716
chren13_WT	56	65	0.94838136
chren13_WT	57	66	0.97391385
chren13_WT	58	67	0.979227
chren13_WT	59	68	0.9802801
chren13_WT	60	69	1.0102623
chren13_WT	61	70	1.0130832
chren13_WT	62	71	1.0469577
chren13_WT	63	72	1.0469577
chren13_WT	64	73	1.0469577
chren13_WT	65	74	1.0469577
chren13_WT	66	75	1.0469577
chren13_WT	67	76	1.0469577
chren13_WT	68	77	1.0469577
chren13_WT	69	78	1.0469577
chren13_WT	70	79	1.0469577
chren13_WT	71	80	1.0469577
chren13_WT	72	81	1.0469577
chren13_WT	73	82	1.0469577
chren13_WT	74	83	1.0469577
chren13_WT	75	84	1.0469577
chren13_WT	76	85	1.0469577
chren13_WT	77	86	1.0469577
chren13_WT	78	87	1.0469577
chren13_WT	79	88	1.0469577
chren13_WT	80	89	1.0469577
chren13_WT	81	90	1.0469577
chren13_WT	82	91	1.0469577
chren13_WT	83	92	1.0469577
chren13_WT	84	93	1.0469577
chren13_WT	85	94	1.0469577
chren13_WT	86	95	1.0469577
chren13_WT	87	96	1.0469577
chren13_WT	88	97	1.0469577
chren13_WT	89	98	1.0469577
chren13_WT	90	99	1.0469577
chren13_WT	91	100	1.0469577
chren13_WT	92	101	1.0469577
chren13_WT	93	102	1.0469577
chren13_WT	94	103	1.0469577
chren13_WT	95	104	1.0469577
chren13_WT	96	105	1.0469577
chren13_WT	97	106	1.0469577
chren13_WT	98	107	1.0469577
chren13_WT	99	108	0.99507207
chren13_WT	100	109	0.9759553
chren13_WT	101	110	0.9702615
chren13_WT	102	111	1.0985327
chren13_WT	103	112	1.5698853
chren13_WT	104	113	2.2276447
chren13_WT	105	114	2.0661974
chren13_WT	106	115	2.2521832
chren13_WT	107	116	2.3756526
chren13_WT	108	117	1.9766545
chren13_WT	109	118	2.1027482
chren13_WT	110	119	1.8479223
chren13_WT	111	120	2.0857346
chren13_WT	112	121	2.0740397
chren13_WT	113	122	2.1565478
chren13_WT	114	123	2.221785
chren13_WT	115	124	2.194274
chren13_WT	116	125	2.1872683
chren13_WT	117	126	2.1837935
chren13_WT	118	127	2.1837935
chren13_WT	119	128	2.268057
chren13_WT	120	129	2.2773714
chren13_WT	121	130	2.2773714
chren13_WT	122	131	2.3008387
chren13_WT	123	132	2.3017778
chren13_WT	124	133	2.3538458
chren13_WT	125	134	2.429294
chren13_WT	126	135	2.420393
chren13_WT	127	136	2.4003162
chren13_WT	128	137	2.4318762
chren13_WT	129	138	2.4055436
chren13_WT	130	139	2.380517
chren13_WT	131	140	2.5148718
chren13_WT	132	141	2.5402944
chren13_WT	133	142	2.557459
chren13_WT	134	143	2.553346
chren13_WT	135	144	2.5590065
chren13_WT	136	145	2.6058161
chren13_WT	137	146	2.6548665
chren13_WT	138	147	2.6012373
chren13_WT	139	148	2.5904071
chren13_WT	140	149	2.5557134
chren13_WT	141	150	2.561412
chren13_WT	142	151	2.5922127
chren13_WT	143	152	2.564676
chren13_WT	144	153	2.564676
chren13_WT	145	154	2.564676
chren13_WT	146	155	2.564676
chren13_WT	147	156	2.564676
chren13_WT	148	157	2.564676
chren13_WT	149	158	2.564676
chren13_WT	150	159	2.564676
chren13_WT	151	160	2.564676
chren13_WT	152	161	2.564676
chren13_WT	153	162	2.564676
chren13_WT	154	163	2.564676
chren13_WT	155	164	2.564676
chren13_WT	156	165	2.564676
chren13_WT	157	166	2.564676
chren13_WT	158	167	2.564676
chren13_WT	159	168	2.564676
chren13_WT	160	169	2.564676
chren13_WT	161	170	2.564676
chren13_WT	162	171	2.564676
chren13_WT	163	172	2.564676
chren13_WT	164	173	2.564676
chren13_WT	165	174	2.564676
chren13_WT	166	175	2.564676
chren13_WT	167	176	2.564676
chren13_WT	168	177	2.564676
chren13_WT	169	178	2.564676
chren13_WT	170	179	2.564676
chren13_WT	171	180	2.564676
chren13_WT	172	181	2.564676
chren13_WT	173	182	2.564676
chren13_WT	174	183	2.564676
chren13_WT	175	184	2.564676
chren13_WT	176	185	2.564676
chren13_WT	177	186	2.564676
chren13_WT	178	187	2.564676
chren13_WT	179	188	2.564676
chren13_WT	180	189	2.564676
chren13_WT	181	190	2.5707543
chren13_WT	182	191	2.5693882
chren13_WT	183	192	2.5384042
chren13_WT	184	193	2.48998
chren13_WT	185	194	2.4692485
chren13_WT	186	195	2.4031575
chren13_WT	187	196	2.4306824
chren13_WT	188	197	2.4167502
chren13_WT	189	198	2.401436
